	foF2	hmF2	TEC
16:15	3.375	277.9	1.7
16:30	3.4	261.6	1.3
16:45	3.4	254	1.4
17:00	3.35	259.7	1.7
17:15	3.45	252.4	1.4
17:30	3.675	235.8	1.1
17:45	3.35	220.2	0.7
18:00	3.275	220.2	0.9
18:15	2.55	214.1	0.4
18:30	2.325	248.9	0.7
18:45	2.475	323.5	1.1
19:00	2.375	292.5	0.8
19:15	2.625	297.2	1.1
19:30	2.7	286.4	1.1
19:45	2.75	284.8	1.1
20:00	2.625	298	0.9
20:15	3.1	340.1	1.7
20:30	2.9	348.9	1.9
20:45	2.775	337.8	1.7
21:00	2.85	331.1	1.5
21:15	2.875	301.8	1.1
21:30	3.05	298.3	1.3
21:45	3.025	292.8	1.3
22:00	3	298	1.4
22:15	2.825	292.2	1.1
22:30	2.825	320.6	1.6
22:45			
23:00	2.825	328.4	1.5
23:15	2.85	322.7	1.5
23:30	2.85	318.7	1.4
23:45	2.825	308.1	1.3
00:00	2.9	313.2	1.5
00:15	2.975	321.6	1.7
00:30	2.875	295.5	1.1
00:45	3.025	305.9	1.5
01:00	2.9	274.3	0.8
01:15	3.075	279.9	1.3
01:30	3.125	271.8	1.1
01:45	3	258.2	1
02:00	3.15	266.9	1.3
02:15	2.85	270.6	1.5
02:30	2.95	264.4	1.2
02:45	2.825	250.5	0.9
03:00	2.825	274.9	1.1
03:15	2.7	281.7	1
03:30	2.625	292.8	1.1
03:45	2.5	279.9	0.8
04:00	2.175	249.1	0.4
04:15	2.25	260.4	0.5
04:30	2.275	412	1.8
04:45	2.675	260.7	1
05:00			
05:15	3.075	246.4	1.4
05:30	3.6	220.4	1.5
05:45	4.2	213.5	2.2
06:00	4.325	203.2	2.5
06:15	4.725	209.8	3.4
06:30	4.825	199.2	2.8
06:45	4.975	204.9	4.3
07:00	5.075	191.5	3.9
07:15	4.9	187.7	3.2
07:30	4.65	194.9	3.8
07:45	4.55	189.6	3.6
08:00	3.85	176.2	2.5
08:15	3.625	223	4.4
08:30	4.525	222.5	5.2
08:45	4.85	192.1	3.7
09:00	4.75	198.5	4.6
09:15	6	208.6	5.1
09:30	5.85	190.8	4.3
09:45	6.082	207.5	4.9
10:00	6.875	201.2	5.7
10:15	6.262	194.5	4.8
10:30	5.762	200.4	5.4
10:45	5.788	197.6	4.7
11:00	5.637	198.9	5
11:15	5.481	194.7	4.3
11:30	5.175	175.3	3.8
11:45	5.1	216.8	7.8
12:00	5.275	216.5	6.9
12:15	5.875	221	7.4
12:30	6.1	207.6	5.8
12:45	5.65	197.6	4.3
13:00	6.25	234	9.2
13:15	6.55	215.6	5.9
13:30	6.575	207.8	5.1
13:45	6.063	206.4	5.2
14:00	6.1	203.3	4.5
14:15	5.65	195	3.7
14:30	4.8	187.8	2.5
14:45	4.3	210.4	3.4
15:00	4.425	224.8	3.5
15:15	4.1	211.6	2.2
15:30	4.175	240.2	3.1
15:45	4.1	266.4	4
16:00	3.875	246.5	2
16:15	3.5	230.5	1.2
16:30	3.425	252.6	1.9
16:45	3.45	253.6	1.6
17:00	3.7	279.1	2.7
17:15	3.825	236	1.5
17:30	3.875	231.2	1.2
17:45	3.4	215.2	0.7
18:00	2.8	215.7	0.5
18:15			
18:30	2.8	262	1
18:45	2.625	229.1	0.8
19:00	2.5	254.4	0.4
19:15	2.5	262.7	0.9
19:30			
19:45	2.475	313.6	1.1
20:00	2.525	317.3	1
20:15	2.65	326	1.2
20:30	2.825	314.5	1.3
20:45	2.875	314.8	1.3
21:00	2.95	307.3	1.4
21:15	3.1	307.6	1.4
21:30	3.275	310.6	1.8
21:45	3.375	310.4	2
22:00	3.25	303.7	1.7
22:15	3.425	308.6	2.4
22:30	3.55	309.8	1.8
22:45	3.525	281.8	1.6
23:00			
23:15	3.475	312.1	1.7
23:30	3.475	299.9	1.6
23:45	3.6	294	2.1
00:00	3.6	289.7	2.2
00:15	3.525	277.7	1.8
00:30	3.5	273.9	1.6
00:45	3.45	275.7	1.5
01:00	3.575	279.1	1.6
01:15	3.625	264.8	1.6
01:30	3.625	254.2	1.4
01:45	3.65	238.6	1.2
02:00	3.225	235.9	1.2
02:15	3.275	240.6	1
02:30	3.275	238	1
02:45	3.1	256.7	1
03:00	3.2	245.9	1.1
03:15	3.05	247.9	0.7
03:30	2.825	244.7	0.8
03:45	2.75	256.5	0.9
04:00	2.8	249.8	0.9
04:15	2.875	250.1	0.6
04:30	2.725	233.9	0.7
04:45	2.9	222.5	0.7
05:00	2.7	209.4	0.5
05:15	2.85	243.3	1
05:30	3.1	222.5	1.4
05:45	3.625	203.4	1.4
06:00	4.15	205.8	2.4
06:15	4.5	201.3	3
06:30	4.75	202.9	3.6
06:45	5.325	216.1	5.3
07:00	5.4	193.8	3.6
07:15	5.325	192.3	3.8
07:30	5.075	178.3	3
07:45	4.613	186.8	3.1
08:00	5.4	223	7.3
08:15	5.725	222.9	6.9
08:30	5.963	223.8	7.9
08:45	6.875	233.1	8
09:00	7.5	227.9	8.9
09:15	9.175	221.1	13
09:30	9.4	209.3	8
09:45	8.35	198.3	6.6
10:00	7	191.3	6.1
10:15	5.788	180.9	4.2
10:30	5.688	193.7	5.7
10:45	5.663	193.8	5.9
11:00	5.8	196.7	6.9
11:15	5.588	190	5.1
11:30	5.2	186.2	4.1
11:45	5	182.5	4.4
12:00	4.675	174.8	3.6
12:15	4.7	190.3	4.9
12:30	5.475	252.9	11.1
12:45	5.887	229	7.3
13:00	6.25	217.4	7.1
13:15	6.4	211.8	6.3
13:30	6.725	216.8	6.5
13:45	6.775		
14:00	6.55	207	5.5
14:15	6.2	199	4.3
14:30	5.275	192.2	2.9
14:45	4.65	195.3	3.6
15:00	4	186	1.6
15:15	3.425	205.9	1.9
15:30	3.05	276	2.9
15:45	3.15	296.1	2.4
16:00	3.375	274.2	1.5
16:15	3.525	255.6	1.4
16:30	3.4	241	1.2
16:45	3.625	257.2	1.7
17:00	3.625	234.3	1.3
17:15	3.35	241.1	1.3
17:30	3.05	239.1	0.9
17:45	3.225	257.1	1.3
18:00	3.525	244.1	1
18:15	3.675	227.9	1.1
18:30	3.35	214.1	0.9
18:45	2.95	238.6	0.9
19:00	2.825	237.3	0.9
19:15	2.7	237.4	0.7
19:30	2.375	218	0.4
19:45	2.25	255.1	0.7
20:00	2.225	311.4	0.9
20:15	2.475	330	1.2
20:30	2.625	313.9	1.1
20:45	2.725	300	1.1
21:00	2.9	313	1.4
21:15	2.95	302	1.3
21:30	2.875	281.3	1
21:45	2.875	294.2	1
22:00	3	305.2	1.5
22:15			
22:30	3.05	320.4	1.5
22:45	3.125	361.3	2.3
23:00			
23:15	3.275	308.1	1.5
23:30	3.375	295.4	1.3
23:45	3.475	288.5	1.8
